subscription_id,event_type,month,plan_id,start_month,end_month
S8148,downgrade,6.0,BM,,
S8151,cancel,8.0,,,
S8155,downgrade,5.0,BM,,
S8155,cancel,8.0,,,
S8160,downgrade,5.0,BM,,
S8161,downgrade,9.0,BM,,
S8162,pause,,,3.0,4.0
S8164,downgrade,9.0,BM,,
S8169,downgrade,3.0,BM,,
S8172,cancel,7.0,,,
S8177,pause,,,3.0,4.0
S8179,downgrade,7.0,BM,,
S8180,downgrade,6.0,BM,,
S8180,pause,,,4.0,5.0
S8182,downgrade,4.0,BM,,
S8183,downgrade,7.0,BM,,
S8184,pause,,,3.0,5.0
S8187,pause,,,7.0,9.0
S8190,pause,,,7.0,8.0
S8191,pause,,,4.0,5.0
S8194,downgrade,8.0,BM,,
S8195,downgrade,7.0,BM,,
S8196,pause,,,5.0,7.0
S8197,downgrade,4.0,BM,,
S8197,pause,,,4.0,6.0
S8198,pause,,,3.0,5.0
S8199,pause,,,6.0,7.0
S8203,downgrade,6.0,BM,,
S8204,pause,,,5.0,7.0
S8205,pause,,,7.0,8.0
S8207,downgrade,6.0,BM,,
S8207,pause,,,7.0,8.0
S8208,pause,,,4.0,6.0
S8212,pause,,,5.0,7.0
S8215,cancel,5.0,,,
S8224,pause,,,6.0,7.0
S8226,downgrade,8.0,BM,,
S8230,cancel,8.0,,,
S8240,cancel,6.0,,,
S8244,pause,,,3.0,5.0
S8251,pause,,,3.0,4.0
S8252,downgrade,4.0,BM,,
S8252,pause,,,5.0,7.0
S8253,pause,,,4.0,5.0
S8256,pause,,,4.0,6.0
S8257,downgrade,7.0,BM,,
S8257,pause,,,3.0,4.0
S8258,pause,,,7.0,8.0
S8263,downgrade,9.0,BM,,
S8264,pause,,,4.0,6.0
S8268,pause,,,3.0,4.0
S8269,downgrade,9.0,BM,,
S8270,cancel,10.0,,,
S8272,downgrade,8.0,BM,,
S8273,downgrade,3.0,BM,,
S8274,downgrade,3.0,BM,,
S8275,pause,,,6.0,8.0
S8277,pause,,,3.0,5.0
S8280,downgrade,7.0,BM,,
S8281,pause,,,7.0,8.0
S8283,downgrade,3.0,BM,,
S8284,pause,,,6.0,8.0
S8285,downgrade,7.0,BM,,
S8286,pause,,,6.0,8.0
S8289,downgrade,5.0,BM,,
S8291,downgrade,6.0,BM,,
S8294,downgrade,5.0,BM,,
S8294,pause,,,6.0,7.0
S8297,downgrade,3.0,BM,,
S8300,pause,,,3.0,5.0
S8306,cancel,11.0,,,
S8307,cancel,7.0,,,
S8308,downgrade,3.0,BM,,
S8308,pause,,,3.0,5.0
S8309,downgrade,9.0,BM,,
S8309,pause,,,4.0,5.0
S8318,cancel,5.0,,,
S8319,pause,,,7.0,9.0
S8320,pause,,,5.0,7.0
S8325,pause,,,5.0,7.0
S8326,downgrade,8.0,BM,,
S8326,pause,,,5.0,7.0
S8327,downgrade,7.0,BM,,
S8328,downgrade,9.0,BM,,
S8330,pause,,,6.0,7.0
S8332,downgrade,8.0,BM,,
S8334,downgrade,6.0,BM,,
S8336,downgrade,3.0,BM,,
S8336,pause,,,5.0,6.0
S8338,pause,,,4.0,5.0
S8342,pause,,,7.0,8.0
S8344,pause,,,7.0,9.0
S8345,pause,,,6.0,7.0
S8347,pause,,,5.0,6.0
S8348,downgrade,4.0,BM,,
S8349,downgrade,9.0,BM,,
S8350,downgrade,8.0,BM,,
S8350,pause,,,3.0,5.0
S8352,downgrade,6.0,BM,,
S8354,downgrade,4.0,BM,,
S8354,pause,,,3.0,5.0
S8360,downgrade,7.0,BM,,
S8360,pause,,,6.0,7.0
S8364,downgrade,3.0,BM,,
S8367,cancel,5.0,,,
S8372,downgrade,6.0,BM,,
S8374,pause,,,6.0,7.0
S8375,cancel,8.0,,,
S8376,pause,,,5.0,7.0
S8377,downgrade,5.0,BM,,
S8379,downgrade,3.0,BM,,
S8381,pause,,,5.0,6.0
S8383,downgrade,7.0,BM,,
S8385,downgrade,9.0,BM,,
S8385,pause,,,6.0,7.0
S8387,pause,,,5.0,7.0
S8389,pause,,,4.0,5.0
S8394,pause,,,5.0,6.0
S8395,pause,,,4.0,5.0
S8395,cancel,10.0,,,
S8397,downgrade,3.0,BM,,
S8397,cancel,11.0,,,
S8398,downgrade,8.0,BM,,
S8400,cancel,7.0,,,
S8401,downgrade,7.0,BM,,
S8402,downgrade,3.0,BM,,
S8403,cancel,8.0,,,
S8405,pause,,,5.0,7.0
S8406,pause,,,3.0,4.0
S8407,pause,,,4.0,6.0
S8411,downgrade,6.0,BM,,
S8412,pause,,,6.0,7.0
S8413,pause,,,6.0,7.0
S8414,cancel,10.0,,,
S8416,downgrade,5.0,BM,,
S8416,pause,,,6.0,8.0
S8416,cancel,10.0,,,
S8421,downgrade,7.0,BM,,
S8421,pause,,,7.0,8.0
S8422,cancel,5.0,,,
S8430,pause,,,7.0,9.0
S8431,downgrade,3.0,BM,,
S8433,downgrade,6.0,BM,,
S8434,pause,,,4.0,5.0
S8438,pause,,,7.0,8.0
S8438,cancel,10.0,,,
S8439,pause,,,3.0,4.0
S8441,downgrade,3.0,BM,,
S8443,pause,,,6.0,8.0
S8447,downgrade,9.0,BM,,
S8448,downgrade,8.0,BM,,
S8449,downgrade,3.0,BM,,
S8453,cancel,9.0,,,
S8455,downgrade,8.0,BM,,
S8457,pause,,,6.0,7.0
S8460,downgrade,4.0,BM,,
S8461,downgrade,8.0,BM,,
S8463,pause,,,4.0,5.0
S8466,pause,,,5.0,6.0
S8467,pause,,,4.0,6.0
S8468,downgrade,4.0,BM,,
S8469,pause,,,4.0,6.0
S8469,cancel,11.0,,,
S8471,pause,,,4.0,6.0
S8471,cancel,10.0,,,
S8475,pause,,,4.0,5.0
S8477,downgrade,5.0,BM,,
S8478,downgrade,7.0,BM,,
S8479,cancel,5.0,,,
S8481,pause,,,5.0,6.0
S8481,cancel,8.0,,,
S8484,pause,,,7.0,9.0
S8484,cancel,10.0,,,
S8485,downgrade,6.0,BM,,
S8489,downgrade,4.0,BM,,
S8489,pause,,,5.0,7.0
S8493,downgrade,4.0,BM,,
S8494,downgrade,5.0,BM,,
S8497,pause,,,5.0,6.0
S8499,pause,,,4.0,6.0
S8500,downgrade,5.0,BM,,
S8500,pause,,,7.0,9.0
S8504,cancel,11.0,,,
S8507,pause,,,7.0,9.0
S8512,downgrade,9.0,BM,,
S8514,downgrade,7.0,BM,,
S8514,pause,,,3.0,5.0
S8517,cancel,11.0,,,
S8521,downgrade,5.0,BM,,
S8525,downgrade,9.0,BM,,
S8526,pause,,,5.0,7.0
S8532,pause,,,6.0,7.0
S8533,downgrade,8.0,BM,,
S8535,pause,,,6.0,7.0
S8538,downgrade,5.0,BM,,
S8538,cancel,9.0,,,
S8539,pause,,,4.0,5.0
S8543,pause,,,4.0,5.0
S8545,pause,,,6.0,8.0
S8554,cancel,6.0,,,
S8556,cancel,7.0,,,
S8564,downgrade,5.0,BM,,
S8566,pause,,,6.0,8.0
S8567,pause,,,5.0,6.0
S8569,cancel,5.0,,,
S8570,downgrade,6.0,BM,,
S8573,downgrade,6.0,BM,,
S8578,downgrade,8.0,BM,,
S8578,cancel,7.0,,,
S8584,pause,,,5.0,6.0
S8585,cancel,9.0,,,
S8591,pause,,,4.0,5.0
S8593,downgrade,5.0,BM,,
S8594,pause,,,5.0,6.0
S8599,pause,,,4.0,6.0
S8600,pause,,,7.0,9.0
S8603,downgrade,7.0,BM,,
S8605,pause,,,3.0,5.0
S8606,pause,,,7.0,9.0
S8607,pause,,,7.0,9.0
S8612,pause,,,4.0,6.0
S8615,downgrade,4.0,BM,,
S8617,downgrade,8.0,BM,,
S8618,pause,,,7.0,8.0
S8618,cancel,8.0,,,
S8619,downgrade,8.0,BM,,
S8619,pause,,,5.0,6.0
S8621,downgrade,9.0,BM,,
S8623,downgrade,4.0,BM,,
S8623,pause,,,3.0,5.0
S8627,pause,,,6.0,8.0
S8632,downgrade,5.0,BM,,
S8637,pause,,,5.0,7.0
S8639,downgrade,7.0,BM,,
S8640,downgrade,8.0,BM,,
S8640,pause,,,4.0,5.0
S8644,downgrade,4.0,BM,,
S8646,downgrade,3.0,BM,,
S8647,downgrade,8.0,BM,,
S8647,cancel,8.0,,,
S8648,pause,,,4.0,6.0
S8649,cancel,11.0,,,
S8650,cancel,11.0,,,
S8651,pause,,,4.0,6.0
S8653,downgrade,7.0,BM,,
S8654,downgrade,8.0,BM,,
S8658,cancel,7.0,,,
S8661,cancel,6.0,,,
S8662,pause,,,7.0,8.0
S8662,cancel,7.0,,,
S8663,downgrade,6.0,BM,,
S8665,downgrade,3.0,BM,,
S8667,pause,,,3.0,5.0
S8670,pause,,,7.0,8.0
S8671,pause,,,5.0,7.0
S8672,pause,,,3.0,4.0
S8676,cancel,7.0,,,
S8677,pause,,,4.0,6.0
S8681,downgrade,3.0,BM,,
S8684,downgrade,4.0,BM,,
S8684,cancel,10.0,,,
S8685,downgrade,7.0,BM,,
S8686,pause,,,5.0,6.0
S8688,cancel,7.0,,,
S8692,pause,,,6.0,7.0
S8693,pause,,,7.0,8.0
S8694,downgrade,9.0,BM,,
S8696,downgrade,4.0,BM,,
S8698,downgrade,7.0,BM,,
S8700,pause,,,6.0,7.0
S8701,pause,,,6.0,8.0
S8703,downgrade,5.0,BM,,
S8703,pause,,,7.0,9.0
S8704,pause,,,6.0,8.0
S8705,downgrade,9.0,BM,,
S8705,pause,,,6.0,8.0
S8707,downgrade,3.0,BM,,
S8711,downgrade,3.0,BM,,
S8714,cancel,10.0,,,
S8721,pause,,,3.0,5.0
S8724,pause,,,3.0,5.0
S8727,cancel,8.0,,,
S8728,downgrade,5.0,BM,,
S8729,pause,,,6.0,8.0
S8731,pause,,,3.0,5.0
S8733,pause,,,5.0,6.0
S8737,pause,,,4.0,5.0
S8738,pause,,,6.0,7.0
S8743,downgrade,9.0,BM,,
S8745,pause,,,5.0,6.0
S8745,cancel,5.0,,,
S8746,pause,,,4.0,5.0
S8751,pause,,,3.0,4.0
S8751,cancel,10.0,,,
S8755,pause,,,5.0,6.0
S8756,cancel,8.0,,,
S8760,pause,,,7.0,9.0
S8762,downgrade,7.0,BM,,
S8762,pause,,,5.0,7.0
S8765,pause,,,6.0,7.0
S8768,downgrade,7.0,BM,,
S8770,pause,,,4.0,5.0
S8771,pause,,,4.0,5.0
S8773,downgrade,6.0,BM,,
S8773,pause,,,7.0,8.0
S8774,pause,,,4.0,6.0
S8779,pause,,,5.0,6.0
S8788,downgrade,5.0,BM,,
S8791,pause,,,7.0,9.0
S8793,pause,,,3.0,4.0
S8793,cancel,8.0,,,
S8794,pause,,,4.0,5.0
S8798,cancel,10.0,,,
S8800,downgrade,4.0,BM,,
S8802,cancel,7.0,,,
S8806,downgrade,3.0,BM,,
S8807,downgrade,3.0,BM,,
S8811,cancel,10.0,,,
S8812,downgrade,4.0,BM,,
S8812,pause,,,5.0,6.0
S8816,downgrade,8.0,BM,,
S8817,downgrade,6.0,BM,,
S8817,pause,,,6.0,8.0
S8818,downgrade,7.0,BM,,
S8820,downgrade,4.0,BM,,
S8820,pause,,,6.0,8.0
S8820,cancel,6.0,,,
S8821,downgrade,5.0,BM,,
S8822,pause,,,5.0,6.0
S8823,downgrade,8.0,BM,,
S8824,downgrade,9.0,BM,,
S8826,downgrade,5.0,BM,,
S8827,pause,,,5.0,7.0
S8829,pause,,,3.0,5.0
S8837,downgrade,4.0,BM,,
S8839,cancel,10.0,,,
S8843,pause,,,5.0,6.0
S8854,cancel,7.0,,,
S8855,downgrade,5.0,BM,,
S8855,pause,,,5.0,7.0
S8855,cancel,5.0,,,
S8857,downgrade,5.0,BM,,
S8861,downgrade,4.0,BM,,
S8865,pause,,,3.0,5.0
S8868,downgrade,7.0,BM,,
S8868,cancel,7.0,,,
S8869,downgrade,7.0,BM,,
S8870,downgrade,5.0,BM,,
S8871,downgrade,8.0,BM,,
S8872,pause,,,5.0,7.0
S8880,pause,,,4.0,6.0
S8885,pause,,,4.0,5.0
S8887,pause,,,3.0,4.0
S8890,pause,,,5.0,7.0
S8896,downgrade,8.0,BM,,
S8898,cancel,10.0,,,
S8906,cancel,6.0,,,
S8909,cancel,6.0,,,
S8910,downgrade,6.0,BM,,
S8912,pause,,,3.0,4.0
S8913,downgrade,9.0,BM,,
S8913,pause,,,3.0,5.0
S8917,downgrade,7.0,BM,,
S8921,pause,,,4.0,6.0
S8922,downgrade,3.0,BM,,
S8925,downgrade,7.0,BM,,
S8927,downgrade,7.0,BM,,
S8932,pause,,,6.0,7.0
S8934,downgrade,5.0,BM,,
S8934,pause,,,4.0,6.0
S8936,pause,,,4.0,5.0
S8941,pause,,,4.0,6.0
S8943,downgrade,5.0,BM,,
S8944,downgrade,3.0,BM,,
S8948,pause,,,5.0,6.0
S8949,pause,,,4.0,5.0
S8951,pause,,,7.0,9.0
S8951,cancel,10.0,,,
S8953,downgrade,6.0,BM,,
S8958,downgrade,6.0,BM,,
S8959,downgrade,8.0,BM,,
S8965,pause,,,5.0,7.0
S8972,downgrade,8.0,BM,,
S8972,pause,,,6.0,8.0
S8973,downgrade,6.0,BM,,
S8975,downgrade,5.0,BM,,
S8976,pause,,,4.0,6.0
S8977,pause,,,6.0,7.0
S8978,pause,,,6.0,8.0
S8978,cancel,9.0,,,
S8982,downgrade,9.0,BM,,
S8985,cancel,7.0,,,
S8987,cancel,11.0,,,
S8991,cancel,6.0,,,
S8992,downgrade,8.0,BM,,
S8992,pause,,,6.0,8.0
S8994,pause,,,7.0,9.0
S8995,downgrade,6.0,BM,,
S8998,downgrade,3.0,BM,,
S8999,pause,,,3.0,4.0
S9001,pause,,,5.0,6.0
S9002,pause,,,4.0,6.0
S9006,downgrade,3.0,BM,,
S9007,downgrade,5.0,BM,,
S9010,pause,,,4.0,6.0
S9012,cancel,11.0,,,
S9013,downgrade,3.0,BM,,
S9013,pause,,,5.0,6.0
S9015,downgrade,5.0,BM,,
S9016,cancel,5.0,,,
S9017,downgrade,4.0,BM,,
S9018,downgrade,7.0,BM,,
S9019,downgrade,5.0,BM,,
S9019,pause,,,5.0,6.0
S9019,cancel,8.0,,,
S9021,pause,,,6.0,7.0
S9021,cancel,10.0,,,
S9026,pause,,,4.0,5.0
S9027,downgrade,7.0,BM,,
S9027,pause,,,5.0,6.0
S9029,downgrade,4.0,BM,,
S9029,cancel,5.0,,,
S9030,downgrade,9.0,BM,,
S9030,pause,,,7.0,8.0
S9031,pause,,,4.0,6.0
S9032,downgrade,9.0,BM,,
S9036,downgrade,3.0,BM,,
S9036,pause,,,7.0,9.0
S9039,cancel,6.0,,,
S9041,cancel,10.0,,,
S9043,downgrade,6.0,BM,,
S9048,pause,,,7.0,9.0
S9048,cancel,6.0,,,
S9050,cancel,7.0,,,
S9055,downgrade,8.0,BM,,
S9059,downgrade,9.0,BM,,
S9061,downgrade,7.0,BM,,
S9061,pause,,,4.0,5.0
S9062,pause,,,3.0,5.0
S9065,downgrade,9.0,BM,,
S9066,downgrade,8.0,BM,,
S9070,downgrade,9.0,BM,,
S9070,cancel,11.0,,,
S9073,downgrade,7.0,BM,,
S9073,cancel,9.0,,,
S9075,downgrade,7.0,BM,,
S9076,pause,,,5.0,6.0
S9081,downgrade,4.0,BM,,
S9083,downgrade,5.0,BM,,
S9083,pause,,,4.0,5.0
S9084,downgrade,6.0,BM,,
S9085,downgrade,8.0,BM,,
S9086,downgrade,6.0,BM,,
S9087,pause,,,5.0,6.0
S9089,downgrade,9.0,BM,,
S9091,downgrade,4.0,BM,,
S9092,pause,,,3.0,4.0
S9096,downgrade,8.0,BM,,
S9096,pause,,,3.0,4.0
S9099,downgrade,6.0,BM,,
S9104,pause,,,3.0,5.0
S9105,cancel,9.0,,,
S9112,cancel,5.0,,,
S9114,pause,,,6.0,8.0
S9117,pause,,,3.0,4.0
S9123,cancel,8.0,,,
S9129,downgrade,8.0,BM,,
S9129,pause,,,7.0,9.0
S9130,downgrade,5.0,BM,,
S9132,pause,,,3.0,4.0
S9134,downgrade,8.0,BM,,
S9135,downgrade,6.0,BM,,
S9139,pause,,,7.0,9.0
S9141,pause,,,3.0,5.0
S9143,downgrade,5.0,BM,,
S9145,downgrade,5.0,BM,,
S9145,pause,,,5.0,6.0
S9151,downgrade,6.0,BM,,
S9155,cancel,7.0,,,
S9159,downgrade,6.0,BM,,
S9160,downgrade,6.0,BM,,
S9165,downgrade,9.0,BM,,
S9168,downgrade,5.0,BM,,
S9169,downgrade,4.0,BM,,
S9169,pause,,,3.0,5.0
S9170,pause,,,7.0,8.0
S9172,pause,,,5.0,7.0
S9175,pause,,,7.0,8.0
S9176,pause,,,5.0,7.0
S9179,downgrade,4.0,BM,,
S9181,cancel,9.0,,,
S9182,pause,,,5.0,7.0
S9183,downgrade,3.0,BM,,
S9184,pause,,,6.0,8.0
S9187,pause,,,4.0,5.0
S9189,cancel,5.0,,,
S9194,downgrade,4.0,BM,,
S9195,pause,,,4.0,5.0
S9195,cancel,7.0,,,
S9197,downgrade,6.0,BM,,
S9201,downgrade,7.0,BM,,
S9202,downgrade,7.0,BM,,
S9203,downgrade,8.0,BM,,
S9209,downgrade,9.0,BM,,
S9209,cancel,7.0,,,
S9210,cancel,9.0,,,
S9212,downgrade,7.0,BM,,
S9213,pause,,,3.0,4.0
S9216,pause,,,4.0,5.0
S9217,downgrade,5.0,BM,,
S9217,pause,,,3.0,4.0
S9218,downgrade,4.0,BM,,
S9223,cancel,8.0,,,
S9224,pause,,,7.0,9.0
S9226,downgrade,7.0,BM,,
S9226,pause,,,6.0,7.0
S9229,downgrade,4.0,BM,,
S9230,downgrade,3.0,BM,,
S9233,cancel,8.0,,,
S9234,cancel,10.0,,,
S9238,cancel,9.0,,,
S9239,pause,,,7.0,9.0
S9241,pause,,,5.0,6.0
S9243,downgrade,3.0,BM,,
S9245,downgrade,6.0,BM,,
S9246,pause,,,5.0,7.0
S9248,cancel,7.0,,,
S9250,downgrade,7.0,BM,,
S9251,pause,,,6.0,7.0
S9253,downgrade,6.0,BM,,
S9254,pause,,,3.0,4.0
S9254,cancel,11.0,,,
S9260,pause,,,7.0,8.0
S9262,cancel,7.0,,,
S9263,cancel,6.0,,,
S9264,pause,,,7.0,9.0
S9264,cancel,6.0,,,
S9265,pause,,,5.0,6.0
S9266,downgrade,9.0,BM,,
S9268,pause,,,4.0,5.0
S9274,pause,,,4.0,6.0
S9276,cancel,11.0,,,
S9290,pause,,,6.0,8.0
S9299,downgrade,7.0,BM,,
S9301,pause,,,4.0,6.0
S9302,pause,,,3.0,4.0
S9305,pause,,,5.0,7.0
S9311,pause,,,6.0,7.0
S9312,pause,,,5.0,6.0
S9314,downgrade,6.0,BM,,
S9315,downgrade,6.0,BM,,
S9317,downgrade,4.0,BM,,
S9318,pause,,,7.0,8.0
S9320,pause,,,7.0,8.0
S9322,cancel,6.0,,,
S9327,downgrade,8.0,BM,,
S9328,downgrade,8.0,BM,,
S9333,cancel,8.0,,,
S9334,pause,,,3.0,4.0
S9335,cancel,5.0,,,
S9339,downgrade,4.0,BM,,
S9339,pause,,,5.0,7.0
S9340,downgrade,3.0,BM,,
S9340,pause,,,6.0,8.0
S9346,cancel,8.0,,,
S9348,downgrade,5.0,BM,,
S9348,pause,,,4.0,5.0
S9349,downgrade,6.0,BM,,
S9352,cancel,10.0,,,
S9354,downgrade,4.0,BM,,
S9357,pause,,,3.0,5.0
S9360,downgrade,9.0,BM,,
S9360,pause,,,3.0,5.0
S9361,pause,,,6.0,8.0
S9362,pause,,,4.0,6.0
S9363,pause,,,3.0,4.0
S9366,cancel,10.0,,,
S9367,downgrade,7.0,BM,,
S9372,pause,,,3.0,5.0
S9374,downgrade,6.0,BM,,
S9374,pause,,,6.0,8.0
S9379,pause,,,5.0,6.0
S9381,downgrade,9.0,BM,,
S9382,pause,,,6.0,7.0
S9382,cancel,6.0,,,
S9385,cancel,11.0,,,
S9387,cancel,7.0,,,
S9391,cancel,10.0,,,
S9397,cancel,6.0,,,
S9401,downgrade,8.0,BM,,
S9408,downgrade,3.0,BM,,
S9408,cancel,7.0,,,
S9409,downgrade,5.0,BM,,
S9409,cancel,6.0,,,
S9411,cancel,8.0,,,
S9414,downgrade,3.0,BM,,
S9415,downgrade,9.0,BM,,
S9416,cancel,10.0,,,
S9417,pause,,,5.0,7.0
S9419,pause,,,6.0,8.0
S9421,pause,,,5.0,7.0
S9424,pause,,,3.0,4.0
S9426,pause,,,6.0,7.0
S9427,downgrade,5.0,BM,,
S9427,pause,,,5.0,7.0
S9428,pause,,,7.0,8.0
S9433,pause,,,7.0,8.0
S9436,pause,,,6.0,7.0
S9438,pause,,,7.0,8.0
S9442,downgrade,4.0,BM,,
S9443,downgrade,5.0,BM,,
S9450,pause,,,7.0,9.0
S9451,pause,,,6.0,8.0
S9453,cancel,6.0,,,
S9454,downgrade,5.0,BM,,
S9454,pause,,,5.0,7.0
S9455,downgrade,6.0,BM,,
S9459,cancel,9.0,,,
S9460,downgrade,8.0,BM,,
S9462,downgrade,7.0,BM,,
S9462,pause,,,3.0,4.0
S9463,cancel,11.0,,,
S9464,downgrade,7.0,BM,,
S9467,downgrade,7.0,BM,,
S9471,pause,,,5.0,6.0
S9471,cancel,9.0,,,
S9473,downgrade,7.0,BM,,
S9475,downgrade,3.0,BM,,
S9475,pause,,,3.0,5.0
S9476,pause,,,7.0,9.0
S9477,downgrade,6.0,BM,,
S9477,cancel,7.0,,,
S9479,cancel,7.0,,,
S9480,downgrade,4.0,BM,,
S9481,pause,,,6.0,8.0
S9481,cancel,8.0,,,
S9487,pause,,,3.0,4.0
S9490,downgrade,6.0,BM,,
S9497,downgrade,3.0,BM,,
S9499,downgrade,8.0,BM,,
S9501,pause,,,7.0,8.0
S9503,cancel,9.0,,,
S9504,downgrade,7.0,BM,,
S9505,cancel,8.0,,,
S9511,pause,,,7.0,9.0
S9514,downgrade,8.0,BM,,
S9515,cancel,7.0,,,
S9519,cancel,9.0,,,
S9520,pause,,,5.0,7.0
S9521,downgrade,6.0,BM,,
S9523,downgrade,3.0,BM,,
S9526,cancel,8.0,,,
S9530,cancel,8.0,,,
S9537,cancel,11.0,,,
S9541,pause,,,6.0,8.0
S9541,cancel,7.0,,,
S9542,pause,,,3.0,4.0
S9545,downgrade,5.0,BM,,
S9546,downgrade,8.0,BM,,
S9551,pause,,,7.0,8.0
S9552,downgrade,4.0,BM,,
S9552,cancel,6.0,,,
S9554,cancel,9.0,,,
S9560,downgrade,3.0,BM,,
S9564,downgrade,4.0,BM,,
S9566,cancel,7.0,,,
S9567,pause,,,3.0,4.0
S9569,downgrade,3.0,BM,,
S9569,cancel,6.0,,,
S9571,pause,,,4.0,5.0
S9573,pause,,,6.0,7.0
S9579,downgrade,9.0,BM,,
S9579,pause,,,7.0,9.0
S9580,pause,,,4.0,5.0
S9580,cancel,8.0,,,
S9581,pause,,,7.0,8.0
S9582,pause,,,6.0,7.0
S9582,cancel,10.0,,,
S9583,pause,,,6.0,7.0
S9586,downgrade,7.0,BM,,
S9587,downgrade,5.0,BM,,
S9587,pause,,,6.0,8.0
S9588,pause,,,5.0,7.0
S9589,cancel,8.0,,,
S9593,downgrade,5.0,BM,,
S9594,downgrade,4.0,BM,,
S9598,downgrade,5.0,BM,,
S9600,downgrade,7.0,BM,,
S9600,pause,,,7.0,8.0
S9601,cancel,8.0,,,
S9602,pause,,,5.0,7.0
S9605,downgrade,7.0,BM,,
S9606,pause,,,6.0,7.0
S9608,cancel,8.0,,,
S9613,pause,,,6.0,8.0
S9618,downgrade,6.0,BM,,
S9620,downgrade,5.0,BM,,
S9620,cancel,9.0,,,
S9632,downgrade,6.0,BM,,
S9632,pause,,,3.0,5.0
S9633,downgrade,4.0,BM,,
S9634,downgrade,3.0,BM,,
S9635,downgrade,3.0,BM,,
S9635,pause,,,5.0,7.0
S9636,pause,,,6.0,8.0
S9637,downgrade,3.0,BM,,
S9637,pause,,,5.0,7.0
S9640,pause,,,7.0,8.0
S9645,cancel,10.0,,,
S9646,downgrade,8.0,BM,,
S9650,pause,,,3.0,5.0
S9654,pause,,,7.0,9.0
S9660,downgrade,8.0,BM,,
S9660,pause,,,5.0,7.0
S9664,downgrade,6.0,BM,,
S9664,cancel,5.0,,,
S9668,downgrade,8.0,BM,,
S9668,pause,,,5.0,6.0
S9669,downgrade,4.0,BM,,
S9670,pause,,,4.0,6.0
S9675,pause,,,4.0,6.0
S9679,pause,,,7.0,8.0
S9683,pause,,,7.0,9.0
S9687,downgrade,7.0,BM,,
S9689,pause,,,7.0,8.0
S9692,downgrade,7.0,BM,,
S9692,pause,,,7.0,8.0
S9694,downgrade,3.0,BM,,
S9696,downgrade,8.0,BM,,
S9697,pause,,,4.0,5.0
S9699,downgrade,5.0,BM,,
S9699,pause,,,4.0,6.0
S9700,downgrade,9.0,BM,,
S9700,pause,,,6.0,7.0
S9702,pause,,,7.0,9.0
S9703,downgrade,3.0,BM,,
S9703,pause,,,5.0,6.0
S9704,downgrade,4.0,BM,,
S9706,pause,,,7.0,9.0
S9711,downgrade,8.0,BM,,
S9712,cancel,7.0,,,
S9716,downgrade,9.0,BM,,
S9716,pause,,,3.0,5.0
S9717,downgrade,7.0,BM,,
S9718,pause,,,3.0,5.0
S9720,downgrade,7.0,BM,,
S9721,pause,,,3.0,5.0
S9723,cancel,10.0,,,
S9728,pause,,,7.0,9.0
S9729,cancel,8.0,,,
S9731,pause,,,3.0,5.0
S9734,pause,,,4.0,5.0
S9735,pause,,,4.0,5.0
S9737,downgrade,7.0,BM,,
S9737,pause,,,6.0,8.0
S9738,pause,,,7.0,9.0
S9743,downgrade,6.0,BM,,
S9744,downgrade,5.0,BM,,
S9745,downgrade,9.0,BM,,
S9745,cancel,11.0,,,
S9747,pause,,,7.0,8.0
S9747,cancel,9.0,,,
S9750,downgrade,8.0,BM,,
S9752,downgrade,8.0,BM,,
S9753,pause,,,7.0,9.0
S9754,downgrade,3.0,BM,,
S9754,cancel,7.0,,,
S9755,pause,,,7.0,9.0
S9755,cancel,5.0,,,
S9757,downgrade,4.0,BM,,
S9758,downgrade,9.0,BM,,
S9759,cancel,11.0,,,
S9760,cancel,11.0,,,
S9761,pause,,,3.0,5.0
S9765,cancel,7.0,,,
S9767,cancel,9.0,,,
S9768,downgrade,5.0,BM,,
S9771,downgrade,4.0,BM,,
S9771,pause,,,5.0,6.0
S9772,pause,,,6.0,8.0
S9774,cancel,8.0,,,
S9776,pause,,,3.0,5.0
S9780,downgrade,9.0,BM,,
S9780,cancel,6.0,,,
S9783,pause,,,5.0,6.0
S9787,pause,,,5.0,6.0
S9792,pause,,,4.0,6.0
S9793,downgrade,3.0,BM,,
S9794,downgrade,8.0,BM,,
S9794,pause,,,7.0,8.0
S9797,pause,,,6.0,8.0
S9798,cancel,9.0,,,
S9801,pause,,,5.0,7.0
S9801,cancel,11.0,,,
S9802,pause,,,3.0,4.0
S9803,downgrade,5.0,BM,,
S9803,pause,,,4.0,6.0
S9805,cancel,5.0,,,
S9806,cancel,10.0,,,
S9808,pause,,,5.0,7.0
S9809,cancel,5.0,,,
S9814,downgrade,5.0,BM,,
S9814,pause,,,5.0,6.0
S9815,downgrade,5.0,BM,,
S9818,pause,,,7.0,8.0
S9819,downgrade,9.0,BM,,
S9820,pause,,,3.0,4.0
S9821,pause,,,3.0,4.0
S9822,pause,,,4.0,5.0
S9824,downgrade,4.0,BM,,
S9825,cancel,7.0,,,
S9826,downgrade,8.0,BM,,
S9827,downgrade,8.0,BM,,
S9827,cancel,7.0,,,
S9829,downgrade,4.0,BM,,
S9830,downgrade,9.0,BM,,
S9836,downgrade,4.0,BM,,
S9842,pause,,,5.0,6.0
S9844,pause,,,7.0,8.0
S9845,cancel,10.0,,,
S9846,cancel,11.0,,,
S9849,pause,,,4.0,6.0
